appointmentId,listingPrice,carName,make,model,variant,year,transmissionType,bodyType,fuelType,ownership,registrationDate,cityRto,color,odometer,emiDetails,modelGroup,fitnessAge,features
10239226702,729822,Hyundai Creta,Hyundai,Creta,SX PLUS 1.6 PETROL,2016,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1462060800000,TS11,Black,"{'value': 53087, 'display': '53.09k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14268, 'emiEndingValue': 14268, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14268, 'emiOriginalEndingValue': 14268, 'tenure': 72, 'displayText': 'EMI ₹14,268/m', 'notAvailableText': 'Not available on EMI'}",Creta,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel', 'GpsNavigation']"
10050941797,765380,Hyundai VENUE,Hyundai,VENUE,S 1.2,2023,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1677628800000,DL7C,Silver,"{'value': 27898, 'display': '27.90k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14963, 'emiEndingValue': 14963, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14963, 'emiOriginalEndingValue': 14963, 'tenure': 72, 'displayText': 'EMI ₹14,963/m', 'notAvailableText': 'Not available on EMI'}",VENUE,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'ParkingAssist', 'Tpms']"
10062623701,380000,Honda Amaze,Honda,Amaze,1.2L I-VTEC S OPT,2018,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Petrol,2,1517443200000,DL3C,Silver,"{'value': 79862, 'display': '79.86k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7429, 'emiEndingValue': 7429, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7429, 'emiOriginalEndingValue': 7429, 'tenure': 72, 'displayText': 'EMI ₹7,429/m', 'notAvailableText': 'Not available on EMI'}",Amaze,15,['Bluetooth']
DLR1000882,201858,Tata Nano,Tata,Nano,TWIST XTA,2016,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1485907200000,MH02,White,"{'value': 54500, 'display': '54.50k km'}","{'cashDownPayment': 0, 'emiStartingValue': 3946, 'emiEndingValue': 3946, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 3946, 'emiOriginalEndingValue': 3946, 'tenure': 72, 'displayText': 'EMI ₹3,946/m', 'notAvailableText': 'Not available on EMI'}",Nano,15,['Bluetooth']
10079549772,1277000,Tata Harrier,Tata,Harrier,XZ PLUS 2.0L DARK EDITION,2020,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1601510400000,DL2C,Black,"{'value': 66912, 'display': '66.91k km'}","{'cashDownPayment': 0, 'emiStartingValue': 27765, 'emiEndingValue': 27765, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 28406, 'emiOriginalEndingValue': 28406, 'tenure': 60, 'displayText': 'EMI ₹27,765/m', 'notAvailableText': 'Not available on EMI'}",Harrier,10,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart']"
13905140795,107000,Volkswagen Polo,Volkswagen,Polo,COMFORTLINE 1.2L,2011,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Diesel,3,1314835200000,UP14,Silver,"{'value': 72784, 'display': '72.78k km'}","{'cashDownPayment': 0, 'emiStartingValue': 2092, 'emiEndingValue': 2092, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 2092, 'emiOriginalEndingValue': 2092, 'tenure': 0, 'displayText': 'EMI ₹2,092/m', 'notAvailableText': 'Not available on EMI'}",Polo,14,[]
10669044714,730000,Tata Tiago,Tata,Tiago,XT Rhythm CNG,2024,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1711929600000,MH14,,"{'value': 22564, 'display': '22.56k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14272, 'emiEndingValue': 14272, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14272, 'emiOriginalEndingValue': 14272, 'tenure': 72, 'displayText': 'EMI ₹14,272/m', 'notAvailableText': 'Not available on EMI'}",Tiago,13,"['InfotainmentSystem', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
10025243777,280000,Maruti Swift,Maruti,Swift,VXI,2013,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1367366400000,DL9C,Silver,"{'value': 35526, 'display': '35.53k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9300, 'emiEndingValue': 9300, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9300, 'emiOriginalEndingValue': 9300, 'tenure': 36, 'displayText': 'EMI ₹9,300/m', 'notAvailableText': 'Not available on EMI'}",Swift,15,[]
13022925766,410000,Volkswagen Ameo,Volkswagen,Ameo,HIGHLINE1.2L PLUS 16 ALLOY,2017,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Petrol,1,1504224000000,KL04,White,"{'value': 78876, 'display': '78.88k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8016, 'emiEndingValue': 8016, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8016, 'emiOriginalEndingValue': 8016, 'tenure': 72, 'displayText': 'EMI ₹8,016/m', 'notAvailableText': 'Not available on EMI'}",Ameo,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'CruiseControl', 'TopModel']"
15153026769,517000,Maruti Celerio,Maruti,Celerio,VXI CNG,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1651363200000,DL1C,Silver,"{'value': 45947, 'display': '45.95k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10107, 'emiEndingValue': 10107, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10107, 'emiOriginalEndingValue': 10107, 'tenure': 72, 'displayText': 'EMI ₹10,107/m', 'notAvailableText': 'Not available on EMI'}",Celerio,15,['ParkingAssist']
12248247798,784000,Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,2023,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1680307200000,AP39,Green,"{'value': 15029, 'display': '15.03k km'}","{'cashDownPayment': 0, 'emiStartingValue': 15327, 'emiEndingValue': 15327, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 15327, 'emiOriginalEndingValue': 15327, 'tenure': 72, 'displayText': 'EMI ₹15,327/m', 'notAvailableText': 'Not available on EMI'}",i10,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'Tpms']"
DLR1000447,411000,Maruti Wagon R 1.0,Maruti,Wagon R 1.0,VXI,2017,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1504224000000,MH05,White,"{'value': 29000, 'display': '29.00k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8035, 'emiEndingValue': 8035, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8035, 'emiOriginalEndingValue': 8035, 'tenure': 72, 'displayText': 'EMI ₹8,035/m', 'notAvailableText': 'Not available on EMI'}",Wagon R,15,['TopModel']
14618721701,480000,Tata ALTROZ,Tata,ALTROZ,XT PETROL,2020,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1580515200000,MP04,Silver,"{'value': 59350, 'display': '59.35k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9384, 'emiEndingValue': 9384, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9384, 'emiOriginalEndingValue': 9384, 'tenure': 72, 'displayText': 'EMI ₹9,384/m', 'notAvailableText': 'Not available on EMI'}",ALTROZ,13,"['InfotainmentSystem', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart']"
10263334762,987000,Tata NEXON,Tata,NEXON,XZA PLUS (O) DIESEL,2021,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Diesel,1,1630454400000,KA01,Silver,"{'value': 58249, 'display': '58.25k km'}","{'cashDownPayment': 0, 'emiStartingValue': 18787, 'emiEndingValue': 18787, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 19296, 'emiOriginalEndingValue': 19296, 'tenure': 72, 'displayText': 'EMI ₹18,787/m', 'notAvailableText': 'Not available on EMI'}",NEXON,14,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'TopModel', 'Tpms']"
10217341770,685000,Ford Ecosport,Ford,Ecosport,TITANIUM 1.5L PETROL,2018,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1533081600000,KA05,Blue,"{'value': 68824, 'display': '68.82k km'}","{'cashDownPayment': 0, 'emiStartingValue': 13392, 'emiEndingValue': 13392, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 13392, 'emiOriginalEndingValue': 13392, 'tenure': 72, 'displayText': 'EMI ₹13,392/m', 'notAvailableText': 'Not available on EMI'}",Ecosport,15,"['AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'PushButtonStart', 'TopModel', 'GpsNavigation']"
15104829747,1905000,Toyota Fortuner,Toyota,Fortuner,2.8 4X2 AT,2017,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Diesel,1,1512086400000,UP15,Silver,"{'value': 112866, 'display': '1.1L km'}","{'cashDownPayment': 0, 'emiStartingValue': 88788, 'emiEndingValue': 88788, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 89675, 'emiOriginalEndingValue': 89675, 'tenure': 24, 'displayText': 'EMI ₹88,788/m', 'notAvailableText': 'Not available on EMI'}",Fortuner,10,"['RearAc', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'GpsNavigation']"
DLR1001680,6500000,Mercedes Benz GLC CLASS,Mercedes Benz,GLC CLASS,220d 4MATIC ,2022,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Diesel,1,1648771200000,MH04,White,"{'value': 39289, 'display': '39.29k km'}","{'cashDownPayment': 0, 'emiStartingValue': 123722, 'emiEndingValue': 123722, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 127076, 'emiOriginalEndingValue': 127076, 'tenure': 72, 'displayText': 'EMI ₹123,722/m', 'notAvailableText': 'Not available on EMI'}",GLC CLASS,14,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', '360DegreeCamera', 'GpsNavigation', 'Tpms']"
19784648799,499000,Ford Ecosport,Ford,Ecosport,TITANIUM 1.5L PETROL,2017,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1501545600000,UP85,Silver,"{'value': 37779, 'display': '37.78k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9756, 'emiEndingValue': 9756, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9756, 'emiOriginalEndingValue': 9756, 'tenure': 72, 'displayText': 'EMI ₹9,756/m', 'notAvailableText': 'Not available on EMI'}",Ecosport,15,[]
12417648774,1280000,Maruti XL6,Maruti,XL6,ZETA CNG,2024,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1727740800000,MH15,White,"{'value': 5041, 'display': '5.04k km'}","{'cashDownPayment': 0, 'emiStartingValue': 24364, 'emiEndingValue': 24364, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 25024, 'emiOriginalEndingValue': 25024, 'tenure': 72, 'displayText': 'EMI ₹24,364/m', 'notAvailableText': 'Not available on EMI'}",XL6,15,"['InfotainmentSystem', 'RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart']"
11093541759,1150000,MG HECTOR,MG,HECTOR,SHARP 1.5 DCT PETROL,2020,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,1,1598918400000,HR51,White,"{'value': 47685, 'display': '47.69k km'}","{'cashDownPayment': 0, 'emiStartingValue': 21889, 'emiEndingValue': 21889, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 22483, 'emiOriginalEndingValue': 22483, 'tenure': 72, 'displayText': 'EMI ₹21,889/m', 'notAvailableText': 'Not available on EMI'}",HECTOR,15,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'TopModel', '360DegreeCamera', 'GpsNavigation', 'Tpms']"
DLR1001322,400000,Tata Tiago,Tata,Tiago,XM DIESEL,2018,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Diesel,1,1583020800000,MH26,Silver,"{'value': 113324, 'display': '1.1L km'}","{'cashDownPayment': 0, 'emiStartingValue': 8898, 'emiEndingValue': 8898, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8898, 'emiOriginalEndingValue': 8898, 'tenure': 60, 'displayText': 'EMI ₹8,898/m', 'notAvailableText': 'Not available on EMI'}",Tiago,14,[]
10214124723,476000,Hyundai Grand i10,Hyundai,Grand i10,ASTA (O) AT 1.2 KAPPA VTVT,2016,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,2,1483228800000,KA41,White,"{'value': 24261, 'display': '24.26k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9306, 'emiEndingValue': 9306, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9306, 'emiOriginalEndingValue': 9306, 'tenure': 72, 'displayText': 'EMI ₹9,306/m', 'notAvailableText': 'Not available on EMI'}",i10,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'PushButtonStart']"
10311148713,570000,Hyundai i20 Active,Hyundai,i20 Active,1.2 S,2019,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1567296000000,MH01,White,"{'value': 12198, 'display': '12.20k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11144, 'emiEndingValue': 11144, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11144, 'emiOriginalEndingValue': 11144, 'tenure': 72, 'displayText': 'EMI ₹11,144/m', 'notAvailableText': 'Not available on EMI'}",i20,15,"['InfotainmentSystem', 'RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
11697049717,408000,Maruti New Wagon-R,Maruti,New Wagon-R,ZXI 1.2,2019,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1569888000000,CH01,Silver,"{'value': 34855, 'display': '34.86k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7976, 'emiEndingValue': 7976, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7976, 'emiOriginalEndingValue': 7976, 'tenure': 72, 'displayText': 'EMI ₹7,976/m', 'notAvailableText': 'Not available on EMI'}",Wagon R,15,"['InfotainmentSystem', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
10290443779,376000,Maruti Celerio,Maruti,Celerio,ZXI AMT (O),2017,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1485907200000,MH03,Silver,"{'value': 52818, 'display': '52.82k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7351, 'emiEndingValue': 7351, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7351, 'emiOriginalEndingValue': 7351, 'tenure': 72, 'displayText': 'EMI ₹7,351/m', 'notAvailableText': 'Not available on EMI'}",Celerio,15,['Bluetooth']
15188321708,431000,Maruti S PRESSO,Maruti,S PRESSO,VXI,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1675209600000,UP15,Silver,"{'value': 4950, 'display': '4.95k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8426, 'emiEndingValue': 8426, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8426, 'emiOriginalEndingValue': 8426, 'tenure': 72, 'displayText': 'EMI ₹8,426/m', 'notAvailableText': 'Not available on EMI'}",S PRESSO,15,"['Bluetooth', 'ParkingAssist']"
10177847713,750000,Tata PUNCH,Tata,PUNCH,ADVENTURE MT CNG ,2024,"{'value': 'Manual', 'display': 'Manual'}",SUV,CNG,1,1704067200000,DL3C,White,"{'value': 22676, 'display': '22.68k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14663, 'emiEndingValue': 14663, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14663, 'emiOriginalEndingValue': 14663, 'tenure': 72, 'displayText': 'EMI ₹14,663/m', 'notAvailableText': 'Not available on EMI'}",PUNCH,13,"['Bluetooth', 'ParkingAssist']"
10051524789,834000,Tata TIAGO NRG,Tata,TIAGO NRG, NRG XZA CNG,2024,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,CNG,1,1711929600000,HR26,White,"{'value': 19380, 'display': '19.38k km'}","{'cashDownPayment': 0, 'emiStartingValue': 15874, 'emiEndingValue': 15874, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 16305, 'emiOriginalEndingValue': 16305, 'tenure': 72, 'displayText': 'EMI ₹15,874/m', 'notAvailableText': 'Not available on EMI'}",Tiago,13,[]
11322521798,730000,Toyota URBAN CRUISER,Toyota,URBAN CRUISER,MID GRADE AT,2022,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,1,1659312000000,TN12,Silver,"{'value': 50684, 'display': '50.68k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14272, 'emiEndingValue': 14272, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14272, 'emiOriginalEndingValue': 14272, 'tenure': 72, 'displayText': 'EMI ₹14,272/m', 'notAvailableText': 'Not available on EMI'}",URBAN CRUISER,15,"['Bluetooth', 'ParkingAssist', 'PushButtonStart']"
20420748773,1446000,Hyundai Creta,Hyundai,Creta,SX (O) AT 1.5 DIESEL,2022,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Diesel,2,1648771200000,GJ23,White,"{'value': 55191, 'display': '55.19k km'}","{'cashDownPayment': 0, 'emiStartingValue': 27523, 'emiEndingValue': 27523, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 28270, 'emiOriginalEndingValue': 28270, 'tenure': 72, 'displayText': 'EMI ₹27,523/m', 'notAvailableText': 'Not available on EMI'}",Creta,14,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'TopModel', 'VentilatedSeats', 'GpsNavigation', 'Tpms']"
10352842772,363000,Maruti Alto,Maruti,Alto,LXI OPT CNG,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,2,1643673600000,MH03,Red,"{'value': 22684, 'display': '22.68k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7097, 'emiEndingValue': 7097, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7097, 'emiOriginalEndingValue': 7097, 'tenure': 72, 'displayText': 'EMI ₹7,097/m', 'notAvailableText': 'Not available on EMI'}",Alto,13,['ParkingAssist']
12549946751,543000,Maruti New Wagon-R,Maruti,New Wagon-R,VXI 1.0,2021,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1612137600000,MH19,White,"{'value': 47640, 'display': '47.64k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10616, 'emiEndingValue': 10616, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10616, 'emiOriginalEndingValue': 10616, 'tenure': 72, 'displayText': 'EMI ₹10,616/m', 'notAvailableText': 'Not available on EMI'}",Wagon R,15,"['Bluetooth', 'ParkingAssist', 'TopModel']"
DLR1001962,1150000,Maruti XL6,Maruti,XL6,ALPHA PLUS MT,2023,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1677628800000,OD07,Blue,"{'value': 2819, 'display': '2.82k km'}","{'cashDownPayment': 0, 'emiStartingValue': 21889, 'emiEndingValue': 21889, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 22483, 'emiOriginalEndingValue': 22483, 'tenure': 72, 'displayText': 'EMI ₹21,889/m', 'notAvailableText': 'Not available on EMI'}",XL6,15,"['InfotainmentSystem', 'RearAc', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', '360DegreeCamera', 'VentilatedSeats', 'Tpms']"
12402122708,639000,Maruti S Cross,Maruti,S Cross,ZETA 1.3,2018,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1527811200000,MH15,Silver,"{'value': 260981, 'display': '2.6L km'}","{'cashDownPayment': 0, 'emiStartingValue': 14214, 'emiEndingValue': 14214, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14214, 'emiOriginalEndingValue': 14214, 'tenure': 60, 'displayText': 'EMI ₹14,214/m', 'notAvailableText': 'Not available on EMI'}",S Cross,14,"['InfotainmentSystem', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'SpecialRegNo', 'GpsNavigation']"
12431040778,81000,Chevrolet Spark,Chevrolet,Spark,LT 1.0,2011,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,3,1317427200000,MH15,Blue,"{'value': 81476, 'display': '81.48k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7197, 'emiEndingValue': 7197, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7197, 'emiOriginalEndingValue': 7197, 'tenure': 12, 'displayText': 'EMI ₹7,197/m', 'notAvailableText': 'Not available on EMI'}",Spark,15,[]
11429624764,912000,Mahindra Thar,Mahindra,Thar,LX PETROL HT 4WD AT,2021,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,2,1633046400000,GJ01,Silver,"{'value': 46221, 'display': '46.22k km'}","{'cashDownPayment': 0, 'emiStartingValue': 17359, 'emiEndingValue': 17359, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 17830, 'emiOriginalEndingValue': 17830, 'tenure': 72, 'displayText': 'EMI ₹17,359/m', 'notAvailableText': 'Not available on EMI'}",Thar,15,"['InfotainmentSystem', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'GpsNavigation', 'Tpms']"
15791641719,634000,Hyundai NEW I20,Hyundai,NEW I20,SPORTZ 1.2 MT,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1648771200000,MP20,White,"{'value': 40944, 'display': '40.94k km'}","{'cashDownPayment': 0, 'emiStartingValue': 12395, 'emiEndingValue': 12395, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 12395, 'emiOriginalEndingValue': 12395, 'tenure': 72, 'displayText': 'EMI ₹12,395/m', 'notAvailableText': 'Not available on EMI'}",i20,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'Tpms']"
